Unnamed: 0,year,key,OpenAlex_count,issn,oa_status,Dim_count,Publisher_Journalname,unique_id,Publisher,ISSN_1
9,2020,hybrid,0,2352-3964,,0,Elsevier_eBioMedicine,905,Elsevier,2352-3964
9,2020,hybrid,0,2352-3964,,0,Elsevier_EBioMedicine,905,Elsevier,2352-3964
10,2021,gold,566,2352-3964,gold,402,Elsevier_eBioMedicine,905,Elsevier,2352-3964
10,2021,gold,566,2352-3964,gold,402,Elsevier_EBioMedicine,905,Elsevier,2352-3964
11,2021,green,31,2352-3964,,0,Elsevier_eBioMedicine,905,Elsevier,2352-3964
11,2021,green,31,2352-3964,,0,Elsevier_EBioMedicine,905,Elsevier,2352-3964
12,2021,closed,1,2352-3964,,0,Elsevier_eBioMedicine,905,Elsevier,2352-3964
12,2021,closed,1,2352-3964,,0,Elsevier_EBioMedicine,905,Elsevier,2352-3964
13,2021,bronze,0,2352-3964,,0,Elsevier_eBioMedicine,905,Elsevier,2352-3964
13,2021,bronze,0,2352-3964,,0,Elsevier_EBioMedicine,905,Elsevier,2352-3964
14,2021,hybrid,0,2352-3964,,0,Elsevier_eBioMedicine,905,Elsevier,2352-3964
14,2021,hybrid,0,2352-3964,,0,Elsevier_EBioMedicine,905,Elsevier,2352-3964
15,2022,gold,465,2352-3964,gold,501,Elsevier_eBioMedicine,905,Elsevier,2352-3964
15,2022,gold,465,2352-3964,gold,501,Elsevier_EBioMedicine,905,Elsevier,2352-3964
16,2022,green,156,2352-3964,,0,Elsevier_eBioMedicine,905,Elsevier,2352-3964
16,2022,green,156,2352-3964,,0,Elsevier_EBioMedicine,905,Elsevier,2352-3964
17,2022,hybrid,1,2352-3964,,0,Elsevier_eBioMedicine,905,Elsevier,2352-3964
17,2022,hybrid,1,2352-3964,,0,Elsevier_EBioMedicine,905,Elsevier,2352-3964
18,2022,closed,0,2352-3964,,0,Elsevier_eBioMedicine,905,Elsevier,2352-3964
18,2022,closed,0,2352-3964,,0,Elsevier_EBioMedicine,905,Elsevier,2352-3964
19,2022,bronze,0,2352-3964,,0,Elsevier_eBioMedicine,905,Elsevier,2352-3964
19,2022,bronze,0,2352-3964,,0,Elsevier_EBioMedicine,905,Elsevier,2352-3964
20,2023,gold,371,2352-3964,gold,436,Elsevier_eBioMedicine,905,Elsevier,2352-3964
20,2023,gold,371,2352-3964,gold,436,Elsevier_EBioMedicine,905,Elsevier,2352-3964
21,2023,green,100,2352-3964,,0,Elsevier_eBioMedicine,905,Elsevier,2352-3964
21,2023,green,100,2352-3964,,0,Elsevier_EBioMedicine,905,Elsevier,2352-3964
22,2023,closed,27,2352-3964,,0,Elsevier_eBioMedicine,905,Elsevier,2352-3964
22,2023,closed,27,2352-3964,,0,Elsevier_EBioMedicine,905,Elsevier,2352-3964
23,2023,hybrid,2,2352-3964,,0,Elsevier_eBioMedicine,905,Elsevier,2352-3964
23,2023,hybrid,2,2352-3964,,0,Elsevier_EBioMedicine,905,Elsevier,2352-3964
24,2023,bronze,1,2352-3964,,0,Elsevier_eBioMedicine,905,Elsevier,2352-3964
24,2023,bronze,1,2352-3964,,0,Elsevier_EBioMedicine,905,Elsevier,2352-3964
0,2019,gold,168,2589-5370,gold,101,Elsevier_eClinicalMedicine,906,Elsevier,2589-5370
0,2019,gold,168,2589-5370,gold,101,Elsevier_EClinicalMedicine,906,Elsevier,2589-5370
1,2019,green,1,2589-5370,,0,Elsevier_eClinicalMedicine,906,Elsevier,2589-5370
1,2019,green,1,2589-5370,,0,Elsevier_EClinicalMedicine,906,Elsevier,2589-5370
2,2019,closed,0,2589-5370,,0,Elsevier_eClinicalMedicine,906,Elsevier,2589-5370
2,2019,closed,0,2589-5370,,0,Elsevier_EClinicalMedicine,906,Elsevier,2589-5370
3,2019,bronze,0,2589-5370,,0,Elsevier_eClinicalMedicine,906,Elsevier,2589-5370
3,2019,bronze,0,2589-5370,,0,Elsevier_EClinicalMedicine,906,Elsevier,2589-5370
4,2019,hybrid,0,2589-5370,,0,Elsevier_eClinicalMedicine,906,Elsevier,2589-5370
4,2019,hybrid,0,2589-5370,,0,Elsevier_EClinicalMedicine,906,Elsevier,2589-5370
5,2020,gold,414,2589-5370,gold,275,Elsevier_eClinicalMedicine,906,Elsevier,2589-5370
5,2020,gold,414,2589-5370,gold,275,Elsevier_EClinicalMedicine,906,Elsevier,2589-5370
6,2020,green,7,2589-5370,,0,Elsevier_eClinicalMedicine,906,Elsevier,2589-5370
6,2020,green,7,2589-5370,,0,Elsevier_EClinicalMedicine,906,Elsevier,2589-5370
7,2020,closed,0,2589-5370,,0,Elsevier_eClinicalMedicine,906,Elsevier,2589-5370
7,2020,closed,0,2589-5370,,0,Elsevier_EClinicalMedicine,906,Elsevier,2589-5370
8,2020,bronze,0,2589-5370,,0,Elsevier_eClinicalMedicine,906,Elsevier,2589-5370
8,2020,bronze,0,2589-5370,,0,Elsevier_EClinicalMedicine,906,Elsevier,2589-5370
9,2020,hybrid,0,2589-5370,,0,Elsevier_eClinicalMedicine,906,Elsevier,2589-5370
9,2020,hybrid,0,2589-5370,,0,Elsevier_EClinicalMedicine,906,Elsevier,2589-5370
10,2021,gold,504,2589-5370,gold,403,Elsevier_eClinicalMedicine,906,Elsevier,2589-5370
10,2021,gold,504,2589-5370,gold,403,Elsevier_EClinicalMedicine,906,Elsevier,2589-5370
11,2021,green,37,2589-5370,,0,Elsevier_eClinicalMedicine,906,Elsevier,2589-5370
11,2021,green,37,2589-5370,,0,Elsevier_EClinicalMedicine,906,Elsevier,2589-5370
12,2021,closed,3,2589-5370,,0,Elsevier_eClinicalMedicine,906,Elsevier,2589-5370
12,2021,closed,3,2589-5370,,0,Elsevier_EClinicalMedicine,906,Elsevier,2589-5370
13,2021,bronze,0,2589-5370,,0,Elsevier_eClinicalMedicine,906,Elsevier,2589-5370
13,2021,bronze,0,2589-5370,,0,Elsevier_EClinicalMedicine,906,Elsevier,2589-5370
14,2021,hybrid,0,2589-5370,,0,Elsevier_eClinicalMedicine,906,Elsevier,2589-5370
14,2021,hybrid,0,2589-5370,,0,Elsevier_EClinicalMedicine,906,Elsevier,2589-5370
15,2022,gold,382,2589-5370,gold,485,Elsevier_eClinicalMedicine,906,Elsevier,2589-5370
15,2022,gold,382,2589-5370,gold,485,Elsevier_EClinicalMedicine,906,Elsevier,2589-5370
16,2022,green,117,2589-5370,,0,Elsevier_eClinicalMedicine,906,Elsevier,2589-5370
16,2022,green,117,2589-5370,,0,Elsevier_EClinicalMedicine,906,Elsevier,2589-5370
17,2022,hybrid,3,2589-5370,,0,Elsevier_eClinicalMedicine,906,Elsevier,2589-5370
17,2022,hybrid,3,2589-5370,,0,Elsevier_EClinicalMedicine,906,Elsevier,2589-5370
18,2022,closed,0,2589-5370,,0,Elsevier_eClinicalMedicine,906,Elsevier,2589-5370
18,2022,closed,0,2589-5370,,0,Elsevier_EClinicalMedicine,906,Elsevier,2589-5370
19,2022,bronze,0,2589-5370,,0,Elsevier_eClinicalMedicine,906,Elsevier,2589-5370
19,2022,bronze,0,2589-5370,,0,Elsevier_EClinicalMedicine,906,Elsevier,2589-5370
20,2023,gold,465,2589-5370,gold,516,Elsevier_eClinicalMedicine,906,Elsevier,2589-5370
20,2023,gold,465,2589-5370,gold,516,Elsevier_EClinicalMedicine,906,Elsevier,2589-5370
21,2023,green,112,2589-5370,,0,Elsevier_eClinicalMedicine,906,Elsevier,2589-5370
21,2023,green,112,2589-5370,,0,Elsevier_EClinicalMedicine,906,Elsevier,2589-5370
22,2023,closed,22,2589-5370,,0,Elsevier_eClinicalMedicine,906,Elsevier,2589-5370
22,2023,closed,22,2589-5370,,0,Elsevier_EClinicalMedicine,906,Elsevier,2589-5370
23,2023,bronze,1,2589-5370,,0,Elsevier_eClinicalMedicine,906,Elsevier,2589-5370
23,2023,bronze,1,2589-5370,,0,Elsevier_EClinicalMedicine,906,Elsevier,2589-5370
24,2023,hybrid,0,2589-5370,,0,Elsevier_eClinicalMedicine,906,Elsevier,2589-5370
24,2023,hybrid,0,2589-5370,,0,Elsevier_EClinicalMedicine,906,Elsevier,2589-5370
0,2019,gold,138,2329-0501,gold,146,Elsevier_Molecular Therapy - Methods & Clinical Development,2268,Elsevier,2329-0501
1,2019,closed,0,2329-0501,,0,Elsevier_Molecular Therapy - Methods & Clinical Development,2268,Elsevier,2329-0501
2,2019,bronze,0,2329-0501,,0,Elsevier_Molecular Therapy - Methods & Clinical Development,2268,Elsevier,2329-0501
3,2019,green,0,2329-0501,,0,Elsevier_Molecular Therapy - Methods & Clinical Development,2268,Elsevier,2329-0501
4,2019,hybrid,0,2329-0501,,0,Elsevier_Molecular Therapy - Methods & Clinical Development,2268,Elsevier,2329-0501
5,2020,gold,251,2329-0501,gold,249,Elsevier_Molecular Therapy - Methods & Clinical Development,2268,Elsevier,2329-0501
6,2020,closed,0,2329-0501,,0,Elsevier_Molecular Therapy - Methods & Clinical Development,2268,Elsevier,2329-0501
7,2020,bronze,0,2329-0501,,0,Elsevier_Molecular Therapy - Methods & Clinical Development,2268,Elsevier,2329-0501
8,2020,green,0,2329-0501,,0,Elsevier_Molecular Therapy - Methods & Clinical Development,2268,Elsevier,2329-0501
9,2020,hybrid,0,2329-0501,,0,Elsevier_Molecular Therapy - Methods & Clinical Development,2268,Elsevier,2329-0501
10,2021,gold,196,2329-0501,gold,186,Elsevier_Molecular Therapy - Methods & Clinical Development,2268,Elsevier,2329-0501
11,2021,green,17,2329-0501,,0,Elsevier_Molecular Therapy - Methods & Clinical Development,2268,Elsevier,2329-0501
12,2021,closed,0,2329-0501,,0,Elsevier_Molecular Therapy - Methods & Clinical Development,2268,Elsevier,2329-0501
13,2021,bronze,0,2329-0501,,0,Elsevier_Molecular Therapy - Methods & Clinical Development,2268,Elsevier,2329-0501
14,2021,hybrid,0,2329-0501,,0,Elsevier_Molecular Therapy - Methods & Clinical Development,2268,Elsevier,2329-0501
15,2022,gold,131,2329-0501,gold,149,Elsevier_Molecular Therapy - Methods & Clinical Development,2268,Elsevier,2329-0501
16,2022,green,38,2329-0501,,0,Elsevier_Molecular Therapy - Methods & Clinical Development,2268,Elsevier,2329-0501
17,2022,closed,0,2329-0501,,0,Elsevier_Molecular Therapy - Methods & Clinical Development,2268,Elsevier,2329-0501
18,2022,bronze,0,2329-0501,,0,Elsevier_Molecular Therapy - Methods & Clinical Development,2268,Elsevier,2329-0501
19,2022,hybrid,0,2329-0501,,0,Elsevier_Molecular Therapy - Methods & Clinical Development,2268,Elsevier,2329-0501
20,2023,gold,190,2329-0501,gold,160,Elsevier_Molecular Therapy - Methods & Clinical Development,2268,Elsevier,2329-0501
21,2023,hybrid,6,2329-0501,,0,Elsevier_Molecular Therapy - Methods & Clinical Development,2268,Elsevier,2329-0501
22,2023,bronze,4,2329-0501,,0,Elsevier_Molecular Therapy - Methods & Clinical Development,2268,Elsevier,2329-0501
23,2023,green,3,2329-0501,,0,Elsevier_Molecular Therapy - Methods & Clinical Development,2268,Elsevier,2329-0501
24,2023,closed,0,2329-0501,,0,Elsevier_Molecular Therapy - Methods & Clinical Development,2268,Elsevier,2329-0501
0,2019,gold,293,2162-2531,gold,335,Elsevier_Molecular Therapy - Nucleic Acids,2269,Elsevier,2162-2531
1,2019,green,1,2162-2531,,0,Elsevier_Molecular Therapy - Nucleic Acids,2269,Elsevier,2162-2531
2,2019,closed,0,2162-2531,,0,Elsevier_Molecular Therapy - Nucleic Acids,2269,Elsevier,2162-2531
3,2019,bronze,0,2162-2531,,0,Elsevier_Molecular Therapy - Nucleic Acids,2269,Elsevier,2162-2531
4,2019,hybrid,0,2162-2531,,0,Elsevier_Molecular Therapy - Nucleic Acids,2269,Elsevier,2162-2531
5,2020,gold,389,2162-2531,gold,364,Elsevier_Molecular Therapy - Nucleic Acids,2269,Elsevier,2162-2531
6,2020,green,2,2162-2531,,0,Elsevier_Molecular Therapy - Nucleic Acids,2269,Elsevier,2162-2531
7,2020,closed,1,2162-2531,,0,Elsevier_Molecular Therapy - Nucleic Acids,2269,Elsevier,2162-2531
8,2020,bronze,0,2162-2531,,0,Elsevier_Molecular Therapy - Nucleic Acids,2269,Elsevier,2162-2531
9,2020,hybrid,0,2162-2531,,0,Elsevier_Molecular Therapy - Nucleic Acids,2269,Elsevier,2162-2531
10,2021,gold,328,2162-2531,gold,336,Elsevier_Molecular Therapy - Nucleic Acids,2269,Elsevier,2162-2531
11,2021,green,28,2162-2531,,0,Elsevier_Molecular Therapy - Nucleic Acids,2269,Elsevier,2162-2531
12,2021,closed,0,2162-2531,,0,Elsevier_Molecular Therapy - Nucleic Acids,2269,Elsevier,2162-2531
13,2021,bronze,0,2162-2531,,0,Elsevier_Molecular Therapy - Nucleic Acids,2269,Elsevier,2162-2531
14,2021,hybrid,0,2162-2531,,0,Elsevier_Molecular Therapy - Nucleic Acids,2269,Elsevier,2162-2531
15,2022,gold,283,2162-2531,gold,229,Elsevier_Molecular Therapy - Nucleic Acids,2269,Elsevier,2162-2531
16,2022,green,71,2162-2531,,0,Elsevier_Molecular Therapy - Nucleic Acids,2269,Elsevier,2162-2531
17,2022,closed,0,2162-2531,,0,Elsevier_Molecular Therapy - Nucleic Acids,2269,Elsevier,2162-2531
18,2022,bronze,0,2162-2531,,0,Elsevier_Molecular Therapy - Nucleic Acids,2269,Elsevier,2162-2531
19,2022,hybrid,0,2162-2531,,0,Elsevier_Molecular Therapy - Nucleic Acids,2269,Elsevier,2162-2531
20,2023,gold,289,2162-2531,gold,229,Elsevier_Molecular Therapy - Nucleic Acids,2269,Elsevier,2162-2531
21,2023,bronze,5,2162-2531,,0,Elsevier_Molecular Therapy - Nucleic Acids,2269,Elsevier,2162-2531
22,2023,green,4,2162-2531,,0,Elsevier_Molecular Therapy - Nucleic Acids,2269,Elsevier,2162-2531
23,2023,hybrid,4,2162-2531,,0,Elsevier_Molecular Therapy - Nucleic Acids,2269,Elsevier,2162-2531
24,2023,closed,0,2162-2531,,0,Elsevier_Molecular Therapy - Nucleic Acids,2269,Elsevier,2162-2531
0,2019,gold,88,2372-7705,gold,83,Elsevier_Molecular Therapy - Oncolytics,2270,Elsevier,2372-7705
1,2019,closed,0,2372-7705,,0,Elsevier_Molecular Therapy - Oncolytics,2270,Elsevier,2372-7705
2,2019,bronze,0,2372-7705,,0,Elsevier_Molecular Therapy - Oncolytics,2270,Elsevier,2372-7705
3,2019,green,0,2372-7705,,0,Elsevier_Molecular Therapy - Oncolytics,2270,Elsevier,2372-7705
4,2019,hybrid,0,2372-7705,,0,Elsevier_Molecular Therapy - Oncolytics,2270,Elsevier,2372-7705
5,2020,gold,159,2372-7705,gold,167,Elsevier_Molecular Therapy - Oncolytics,2270,Elsevier,2372-7705
6,2020,closed,0,2372-7705,,0,Elsevier_Molecular Therapy - Oncolytics,2270,Elsevier,2372-7705
7,2020,bronze,0,2372-7705,,0,Elsevier_Molecular Therapy - Oncolytics,2270,Elsevier,2372-7705
8,2020,green,0,2372-7705,,0,Elsevier_Molecular Therapy - Oncolytics,2270,Elsevier,2372-7705
9,2020,hybrid,0,2372-7705,,0,Elsevier_Molecular Therapy - Oncolytics,2270,Elsevier,2372-7705
10,2021,gold,175,2372-7705,gold,185,Elsevier_Molecular Therapy - Oncolytics,2270,Elsevier,2372-7705
11,2021,green,8,2372-7705,,0,Elsevier_Molecular Therapy - Oncolytics,2270,Elsevier,2372-7705
12,2021,closed,0,2372-7705,,0,Elsevier_Molecular Therapy - Oncolytics,2270,Elsevier,2372-7705
13,2021,bronze,0,2372-7705,,0,Elsevier_Molecular Therapy - Oncolytics,2270,Elsevier,2372-7705
14,2021,hybrid,0,2372-7705,,0,Elsevier_Molecular Therapy - Oncolytics,2270,Elsevier,2372-7705
15,2022,gold,122,2372-7705,gold,125,Elsevier_Molecular Therapy - Oncolytics,2270,Elsevier,2372-7705
16,2022,green,37,2372-7705,,0,Elsevier_Molecular Therapy - Oncolytics,2270,Elsevier,2372-7705
17,2022,closed,0,2372-7705,,0,Elsevier_Molecular Therapy - Oncolytics,2270,Elsevier,2372-7705
18,2022,bronze,0,2372-7705,,0,Elsevier_Molecular Therapy - Oncolytics,2270,Elsevier,2372-7705
19,2022,hybrid,0,2372-7705,,0,Elsevier_Molecular Therapy - Oncolytics,2270,Elsevier,2372-7705
20,2023,gold,96,2372-7705,gold,70,Elsevier_Molecular Therapy - Oncolytics,2270,Elsevier,2372-7705
21,2023,bronze,2,2372-7705,,0,Elsevier_Molecular Therapy - Oncolytics,2270,Elsevier,2372-7705
22,2023,green,2,2372-7705,,0,Elsevier_Molecular Therapy - Oncolytics,2270,Elsevier,2372-7705
23,2023,hybrid,1,2372-7705,,0,Elsevier_Molecular Therapy - Oncolytics,2270,Elsevier,2372-7705
24,2023,closed,0,2372-7705,,0,Elsevier_Molecular Therapy - Oncolytics,2270,Elsevier,2372-7705
0,2019,gold,16,2590-289X,gold,13,"Elsevier_Resources, Conservation & Recycling: X",2719,Elsevier,2590-289X
1,2019,closed,0,2590-289X,,0,"Elsevier_Resources, Conservation & Recycling: X",2719,Elsevier,2590-289X
2,2019,bronze,0,2590-289X,,0,"Elsevier_Resources, Conservation & Recycling: X",2719,Elsevier,2590-289X
3,2019,green,0,2590-289X,,0,"Elsevier_Resources, Conservation & Recycling: X",2719,Elsevier,2590-289X
4,2019,hybrid,0,2590-289X,,0,"Elsevier_Resources, Conservation & Recycling: X",2719,Elsevier,2590-289X
5,2020,gold,24,2590-289X,gold,21,"Elsevier_Resources, Conservation & Recycling: X",2719,Elsevier,2590-289X
6,2020,closed,0,2590-289X,,0,"Elsevier_Resources, Conservation & Recycling: X",2719,Elsevier,2590-289X
7,2020,bronze,0,2590-289X,,0,"Elsevier_Resources, Conservation & Recycling: X",2719,Elsevier,2590-289X
8,2020,green,0,2590-289X,,0,"Elsevier_Resources, Conservation & Recycling: X",2719,Elsevier,2590-289X
9,2020,hybrid,0,2590-289X,,0,"Elsevier_Resources, Conservation & Recycling: X",2719,Elsevier,2590-289X
10,2021,closed,0,2590-289X,,0,"Elsevier_Resources, Conservation & Recycling: X",2719,Elsevier,2590-289X
11,2021,bronze,0,2590-289X,,0,"Elsevier_Resources, Conservation & Recycling: X",2719,Elsevier,2590-289X
12,2021,gold,0,2590-289X,gold,10,"Elsevier_Resources, Conservation & Recycling: X",2719,Elsevier,2590-289X
13,2021,green,0,2590-289X,,0,"Elsevier_Resources, Conservation & Recycling: X",2719,Elsevier,2590-289X
14,2021,hybrid,0,2590-289X,,0,"Elsevier_Resources, Conservation & Recycling: X",2719,Elsevier,2590-289X
15,2022,closed,0,2590-289X,,0,"Elsevier_Resources, Conservation & Recycling: X",2719,Elsevier,2590-289X
16,2022,bronze,0,2590-289X,,0,"Elsevier_Resources, Conservation & Recycling: X",2719,Elsevier,2590-289X
17,2022,gold,0,2590-289X,gold,54,"Elsevier_Resources, Conservation & Recycling: X",2719,Elsevier,2590-289X
18,2022,green,0,2590-289X,,0,"Elsevier_Resources, Conservation & Recycling: X",2719,Elsevier,2590-289X
19,2022,hybrid,0,2590-289X,,0,"Elsevier_Resources, Conservation & Recycling: X",2719,Elsevier,2590-289X
20,2023,closed,0,2590-289X,,0,"Elsevier_Resources, Conservation & Recycling: X",2719,Elsevier,2590-289X
21,2023,bronze,0,2590-289X,,0,"Elsevier_Resources, Conservation & Recycling: X",2719,Elsevier,2590-289X
22,2023,gold,0,2590-289X,gold,69,"Elsevier_Resources, Conservation & Recycling: X",2719,Elsevier,2590-289X
23,2023,green,0,2590-289X,,0,"Elsevier_Resources, Conservation & Recycling: X",2719,Elsevier,2590-289X
24,2023,hybrid,0,2590-289X,,0,"Elsevier_Resources, Conservation & Recycling: X",2719,Elsevier,2590-289X
0,2019,hybrid,11,2590-1435,hybrid,9,Elsevier_Respiratory Medicine: X,2725,Elsevier,2590-1435
1,2019,closed,0,2590-1435,,0,Elsevier_Respiratory Medicine: X,2725,Elsevier,2590-1435
2,2019,bronze,0,2590-1435,,0,Elsevier_Respiratory Medicine: X,2725,Elsevier,2590-1435
3,2019,gold,0,2590-1435,,0,Elsevier_Respiratory Medicine: X,2725,Elsevier,2590-1435
4,2019,green,0,2590-1435,,0,Elsevier_Respiratory Medicine: X,2725,Elsevier,2590-1435
5,2020,hybrid,13,2590-1435,hybrid,13,Elsevier_Respiratory Medicine: X,2725,Elsevier,2590-1435
6,2020,closed,0,2590-1435,,0,Elsevier_Respiratory Medicine: X,2725,Elsevier,2590-1435
7,2020,bronze,0,2590-1435,,0,Elsevier_Respiratory Medicine: X,2725,Elsevier,2590-1435
8,2020,gold,0,2590-1435,,0,Elsevier_Respiratory Medicine: X,2725,Elsevier,2590-1435
9,2020,green,0,2590-1435,,0,Elsevier_Respiratory Medicine: X,2725,Elsevier,2590-1435
10,2021,hybrid,2,2590-1435,hybrid,2,Elsevier_Respiratory Medicine: X,2725,Elsevier,2590-1435
11,2021,gold,1,2590-1435,,0,Elsevier_Respiratory Medicine: X,2725,Elsevier,2590-1435
12,2021,closed,0,2590-1435,,0,Elsevier_Respiratory Medicine: X,2725,Elsevier,2590-1435
13,2021,bronze,0,2590-1435,,0,Elsevier_Respiratory Medicine: X,2725,Elsevier,2590-1435
14,2021,green,0,2590-1435,,0,Elsevier_Respiratory Medicine: X,2725,Elsevier,2590-1435
15,2022,closed,0,2590-1435,,0,Elsevier_Respiratory Medicine: X,2725,Elsevier,2590-1435
16,2022,bronze,0,2590-1435,,0,Elsevier_Respiratory Medicine: X,2725,Elsevier,2590-1435
17,2022,gold,0,2590-1435,,0,Elsevier_Respiratory Medicine: X,2725,Elsevier,2590-1435
18,2022,green,0,2590-1435,,0,Elsevier_Respiratory Medicine: X,2725,Elsevier,2590-1435
19,2022,hybrid,0,2590-1435,,0,Elsevier_Respiratory Medicine: X,2725,Elsevier,2590-1435
20,2023,closed,0,2590-1435,,0,Elsevier_Respiratory Medicine: X,2725,Elsevier,2590-1435
21,2023,bronze,0,2590-1435,,0,Elsevier_Respiratory Medicine: X,2725,Elsevier,2590-1435
22,2023,gold,0,2590-1435,,0,Elsevier_Respiratory Medicine: X,2725,Elsevier,2590-1435
23,2023,green,0,2590-1435,,0,Elsevier_Respiratory Medicine: X,2725,Elsevier,2590-1435
24,2023,hybrid,0,2590-1435,,0,Elsevier_Respiratory Medicine: X,2725,Elsevier,2590-1435
0,2019,hybrid,10,2590-1532,hybrid,6,Elsevier_Cytokine: X,826,Elsevier,2590-1532
1,2019,gold,4,2590-1532,,0,Elsevier_Cytokine: X,826,Elsevier,2590-1532
2,2019,closed,0,2590-1532,,0,Elsevier_Cytokine: X,826,Elsevier,2590-1532
3,2019,bronze,0,2590-1532,,0,Elsevier_Cytokine: X,826,Elsevier,2590-1532
4,2019,green,0,2590-1532,,0,Elsevier_Cytokine: X,826,Elsevier,2590-1532
5,2020,hybrid,17,2590-1532,hybrid,18,Elsevier_Cytokine: X,826,Elsevier,2590-1532
6,2020,gold,5,2590-1532,,0,Elsevier_Cytokine: X,826,Elsevier,2590-1532
7,2020,closed,0,2590-1532,,0,Elsevier_Cytokine: X,826,Elsevier,2590-1532
8,2020,bronze,0,2590-1532,,0,Elsevier_Cytokine: X,826,Elsevier,2590-1532
9,2020,green,0,2590-1532,,0,Elsevier_Cytokine: X,826,Elsevier,2590-1532
10,2021,hybrid,6,2590-1532,hybrid,5,Elsevier_Cytokine: X,826,Elsevier,2590-1532
11,2021,gold,5,2590-1532,,0,Elsevier_Cytokine: X,826,Elsevier,2590-1532
12,2021,closed,0,2590-1532,,0,Elsevier_Cytokine: X,826,Elsevier,2590-1532
13,2021,bronze,0,2590-1532,,0,Elsevier_Cytokine: X,826,Elsevier,2590-1532
14,2021,green,0,2590-1532,,0,Elsevier_Cytokine: X,826,Elsevier,2590-1532
15,2022,hybrid,5,2590-1532,hybrid,4,Elsevier_Cytokine: X,826,Elsevier,2590-1532
16,2022,gold,1,2590-1532,,0,Elsevier_Cytokine: X,826,Elsevier,2590-1532
17,2022,closed,0,2590-1532,,0,Elsevier_Cytokine: X,826,Elsevier,2590-1532
18,2022,bronze,0,2590-1532,,0,Elsevier_Cytokine: X,826,Elsevier,2590-1532
19,2022,green,0,2590-1532,,0,Elsevier_Cytokine: X,826,Elsevier,2590-1532
20,2023,closed,0,2590-1532,,0,Elsevier_Cytokine: X,826,Elsevier,2590-1532
21,2023,bronze,0,2590-1532,,0,Elsevier_Cytokine: X,826,Elsevier,2590-1532
22,2023,gold,0,2590-1532,,0,Elsevier_Cytokine: X,826,Elsevier,2590-1532
23,2023,green,0,2590-1532,,0,Elsevier_Cytokine: X,826,Elsevier,2590-1532
24,2023,hybrid,0,2590-1532,,0,Elsevier_Cytokine: X,826,Elsevier,2590-1532
0,2019,gold,2,2590-1583,gold,1,Elsevier_Gene: X,1207,Elsevier,2590-1583
1,2019,closed,0,2590-1583,,0,Elsevier_Gene: X,1207,Elsevier,2590-1583
2,2019,bronze,0,2590-1583,,0,Elsevier_Gene: X,1207,Elsevier,2590-1583
3,2019,green,0,2590-1583,,0,Elsevier_Gene: X,1207,Elsevier,2590-1583
4,2019,hybrid,0,2590-1583,hybrid,14,Elsevier_Gene: X,1207,Elsevier,2590-1583
5,2020,gold,1,2590-1583,,0,Elsevier_Gene: X,1207,Elsevier,2590-1583
6,2020,closed,0,2590-1583,,0,Elsevier_Gene: X,1207,Elsevier,2590-1583
7,2020,bronze,0,2590-1583,,0,Elsevier_Gene: X,1207,Elsevier,2590-1583
8,2020,green,0,2590-1583,,0,Elsevier_Gene: X,1207,Elsevier,2590-1583
9,2020,hybrid,0,2590-1583,hybrid,12,Elsevier_Gene: X,1207,Elsevier,2590-1583
10,2021,closed,0,2590-1583,,0,Elsevier_Gene: X,1207,Elsevier,2590-1583
11,2021,bronze,0,2590-1583,,0,Elsevier_Gene: X,1207,Elsevier,2590-1583
12,2021,gold,0,2590-1583,,0,Elsevier_Gene: X,1207,Elsevier,2590-1583
13,2021,green,0,2590-1583,,0,Elsevier_Gene: X,1207,Elsevier,2590-1583
14,2021,hybrid,0,2590-1583,,0,Elsevier_Gene: X,1207,Elsevier,2590-1583
15,2022,closed,0,2590-1583,,0,Elsevier_Gene: X,1207,Elsevier,2590-1583
16,2022,bronze,0,2590-1583,,0,Elsevier_Gene: X,1207,Elsevier,2590-1583
17,2022,gold,0,2590-1583,,0,Elsevier_Gene: X,1207,Elsevier,2590-1583
18,2022,green,0,2590-1583,,0,Elsevier_Gene: X,1207,Elsevier,2590-1583
19,2022,hybrid,0,2590-1583,,0,Elsevier_Gene: X,1207,Elsevier,2590-1583
20,2023,closed,0,2590-1583,,0,Elsevier_Gene: X,1207,Elsevier,2590-1583
21,2023,bronze,0,2590-1583,,0,Elsevier_Gene: X,1207,Elsevier,2590-1583
22,2023,gold,0,2590-1583,,0,Elsevier_Gene: X,1207,Elsevier,2590-1583
23,2023,green,0,2590-1583,,0,Elsevier_Gene: X,1207,Elsevier,2590-1583
24,2023,hybrid,0,2590-1583,,0,Elsevier_Gene: X,1207,Elsevier,2590-1583
0,2019,gold,131,2452-302X,gold,68,Elsevier_JACC: Basic to Translational Science,1517,Elsevier,2452-302X
1,2019,closed,0,2452-302X,,0,Elsevier_JACC: Basic to Translational Science,1517,Elsevier,2452-302X
2,2019,bronze,0,2452-302X,,0,Elsevier_JACC: Basic to Translational Science,1517,Elsevier,2452-302X
3,2019,green,0,2452-302X,,0,Elsevier_JACC: Basic to Translational Science,1517,Elsevier,2452-302X
4,2019,hybrid,0,2452-302X,,0,Elsevier_JACC: Basic to Translational Science,1517,Elsevier,2452-302X
5,2020,gold,176,2452-302X,gold,78,Elsevier_JACC: Basic to Translational Science,1517,Elsevier,2452-302X
